N,P,K,temperature,humidity,ph,rainfall,label
29,66,78,19.68975262,18.26969596,8.792569075,71.66036857,chickpea
48,74,85,18.92813697,16.75390252,6.46589878,73.78947292,chickpea
32,65,78,17.94227543,17.96024703,7.474038092,79.71339936,chickpea
29,58,84,18.53551276,18.79441527,6.205794238,86.81172527,chickpea
48,63,82,19.99553035,17.69517568,6.483516314,77.41873137,chickpea
31,58,84,19.14233581,16.04060028,8.838264011,80.0825406,chickpea
23,66,77,18.28958052,15.93193526,6.431564289,80.22854132,chickpea
12,72,20,20.02258531,18.11355949,7.806365054,114.8935608,kidneybeans
13,68,18,18.46364433,23.64267999,6.525454129,134.3901106,kidneybeans
35,72,18,23.32737639,22.83727611,5.568990304,86.0608887,kidneybeans
23,75,22,17.49044609,23.24671504,7.978898046,109.0775016,kidneybeans
10,73,23,16.16211111,22.83254397,6.092998499,120.0070117,kidneybeans
17,65,21,18.86946701,19.33197906,7.953190792,103.2670331,kidneybeans
16,70,17,23.86784905,18.26698787,6.969148834,77.88178168,kidneybeans
32,70,17,17.21501204,22.0621545,7.902537603,96.48701473,kidneybeans
24,60,24,23.30957674,18.97134017,5.239465816,86.31681412,kidneybeans
17,62,20,22.36583112,22.96012406,7.727811234,133.3839866,kidneybeans
26,70,18,22.63991474,20.71152474,6.885611506,133.0725578,kidneybeans
17,60,15,16.17422064,19.60530511,7.790977084,72.29430788,kidneybeans
26,75,15,19.12788598,23.15077399,5.666865036,106.2492978,kidneybeans
30,61,24,21.68798318,19.11350734,6.907892284,89.24641182,kidneybeans
10,72,16,22.13744478,19.23617957,7.218357429,76.24046612,kidneybeans
15,74,18,16.26917621,21.31363329,7.587039112,104.5080188,kidneybeans
22,74,21,16.89731133,24.85174897,6.772660819,95.89744962,kidneybeans
17,69,19,20.02084544,21.96574746,6.674893961,84.50886365,kidneybeans
31,69,21,20.82602667,20.71938551,5.831718821,95.56281466,kidneybeans
22,61,19,17.21619636,20.0278276,7.433874611,103.5055372,kidneybeans
28,64,17,21.95114655,18.44272348,6.285774982,72.5058399,kidneybeans
32,68,16,23.58401951,24.64895464,7.441621336,87.42073327,kidneybeans
31,68,17,19.37279929,21.84338484,7.759596664,102.5812288,kidneybeans
24,72,15,21.1421811,19.77026846,5.764664644,125.5255307,kidneybeans
31,73,18,23.92530302,22.20790493,5.324337631,132.0606426,kidneybeans
27,66,20,16.73193893,19.7915734,7.505349576,85.0187319,kidneybeans
35,70,15,22.45367949,24.18801238,5.026080119,125.1327402,kidneybeans
16,67,17,21.73820307,19.67805151,6.895907546,79.71629402,kidneybeans
17,65,22,19.86965585,21.56613394,6.738986946,71.90284662,kidneybeans
15,62,25,23.99152209,24.07765846,5.279370515,101.5631922,kidneybeans
13,73,18,16.44769036,18.96641062,7.055825488,135.3629743,kidneybeans
35,63,19,22.47751266,19.40061605,7.578458291,110.3494399,kidneybeans
18,61,17,20.23492743,18.48742768,7.350327502,100.0964944,kidneybeans
19,65,21,23.10977463,24.95462269,6.204303447,80.3083096,kidneybeans
21,60,15,20.84998119,18.96758462,5.7143538,93.13293744,kidneybeans
12,60,25,21.55659087,23.25408768,6.294774199,71.24430479,kidneybeans
14,70,22,22.9059035,19.4542098,6.893631558,77.84481046,kidneybeans
11,68,18,19.99334333,21.89621892,7.71802448,125.2601588,kidneybeans
32,73,15,21.04442599,23.38388809,6.240723581,71.75645356,kidneybeans
34,66,24,21.87892292,18.13335119,5.952819837,103.6421681,kidneybeans
25,70,18,22.51824984,19.00561055,7.932248007,84.57357061,kidneybeans
32,70,20,16.52834474,22.82542593,6.310775482,98.93080341,kidneybeans
32,67,25,22.92879987,19.02298556,5.048673027,134.8299793,kidneybeans
14,73,22,23.13557313,24.66054431,6.648355252,102.2610079,kidneybeans
28,69,20,18.83003081,21.69053008,6.471470993,123.7526927,kidneybeans
28,72,18,20.27451653,24.79577562,7.088038224,120.9437981,kidneybeans
21,62,21,21.79204243,24.27822551,7.574021535,122.7943479,kidneybeans
27,61,25,21.65776382,18.41439032,5.771423699,128.4186722,kidneybeans
10,68,18,23.70925847,20.88675153,6.131308518,104.4143035,kidneybeans
35,75,20,19.75844761,24.19269472,7.159337689,130.0125752,kidneybeans
32,66,15,18.42605216,19.00635588,7.362415811,77.42941539,kidneybeans
11,63,25,17.19968487,20.99123304,6.830051807,124.2695845,kidneybeans
32,74,19,16.50585897,21.82900434,6.565803904,127.6193866,kidneybeans
26,68,16,22.52750145,19.27784809,6.27146769,89.95128812,kidneybeans
28,71,19,23.84590382,19.89027427,7.748483117,86.81369074,kidneybeans
16,61,18,17.20372532,20.04342713,5.263648806,103.5285414,kidneybeans
33,67,15,18.11164573,23.87871871,5.636274818,77.87040387,kidneybeans
25,60,21,22.79461773,23.14683702,5.388222457,79.04283338,kidneybeans
30,71,16,22.31815775,24.06139033,6.569559648,93.76887742,kidneybeans
10,74,15,16.64570168,23.06501321,7.591034522,80.16614155,kidneybeans
18,65,19,21.41027081,20.91074944,6.931327254,70.26283706,kidneybeans
23,66,20,22.40870536,24.21680942,5.496579752,121.3378758,kidneybeans
12,68,18,20.7093438,18.83923899,6.613004665,114.5381508,kidneybeans
30,68,22,23.86103242,18.7888165,6.22469617,105.601632,kidneybeans
29,70,18,21.0426731,24.04595773,6.744042472,80.88768933,kidneybeans
32,73,21,20.1806002,19.17893231,6.117665438,73.15073101,kidneybeans
13,70,18,22.08937729,19.42234078,5.363941596,110.7734949,kidneybeans
34,74,23,22.2859649,18.9546013,7.143790141,133.571086,kidneybeans
11,74,24,17.66522914,20.85372117,5.025233945,131.9059984,kidneybeans
17,72,20,20.65760691,23.84539046,6.006227752,100.7668501,kidneybeans
13,73,20,23.69453271,20.58324435,7.64105951,81.53509721,kidneybeans
33,72,24,17.03729229,22.75020756,6.102643954,74.44729087,kidneybeans
27,73,20,20.25087123,18.09937085,7.421918108,95.18326646,kidneybeans
33,69,20,20.61497247,22.41138097,7.293542321,135.1063976,kidneybeans
27,72,22,20.61425446,20.93653773,6.45288201,118.0938316,kidneybeans
22,74,21,19.68411003,20.72148061,7.514620931,102.4729576,kidneybeans
29,71,25,23.61588077,23.26206528,7.401632085,77.35202151,kidneybeans
10,70,17,16.76785333,19.45893224,7.69844614,106.4918142,kidneybeans
29,71,16,23.79852387,23.65937196,5.162412567,127.7385513,kidneybeans
12,65,17,16.74214564,19.4903653,5.85586375,106.0083528,kidneybeans
27,69,23,17.72727081,22.85358606,5.560145457,119.4437281,kidneybeans
21,65,15,17.57710621,22.35806238,5.097995873,110.3884477,kidneybeans
28,72,21,22.9410423,24.73538173,5.812458768,118.4890484,kidneybeans
35,70,17,21.71461555,20.89805024,7.177281133,76.45984135,kidneybeans
19,64,16,23.98254771,23.02073143,5.577992805,123.5278473,kidneybeans
18,60,16,16.78619426,24.73448107,7.996883548,75.39672672,kidneybeans
16,60,22,22.18477294,20.80645029,5.525625194,99.10873672,kidneybeans
21,67,19,23.65407768,20.60437302,6.853448763,104.1491835,kidneybeans
22,74,22,22.81179552,18.86404606,6.318773589,89.06106439,kidneybeans
32,66,23,18.74128235,22.29767932,7.430443196,130.6468583,kidneybeans
19,70,20,21.75249955,22.46970845,7.712440852,111.4298605,kidneybeans
14,65,25,19.35283918,19.72379926,5.747925188,70.63675377,kidneybeans
11,67,19,17.14445321,19.79664024,6.81683305,98.90954809,kidneybeans
15,69,25,22.55862492,24.61767063,5.219262127,83.58625959,kidneybeans
29,75,21,21.43877615,21.72956302,6.679334566,78.36536291,kidneybeans
18,69,17,21.44798711,21.85627293,6.839523012,123.770268,kidneybeans
19,67,15,23.02343924,24.144896,5.733408588,89.70214449,kidneybeans
12,68,22,17.84142938,22.46466256,6.291997395,113.2223721,kidneybeans
22,73,21,20.60367357,24.75187743,6.815171893,135.6342378,kidneybeans
26,65,20,19.29969171,23.53523146,5.081533727,113.1103497,kidneybeans
10,60,17,18.45651399,18.40653456,5.017065432,101.0127719,kidneybeans
31,75,17,17.09641033,19.70706915,7.650551271,75.45087475,kidneybeans
33,66,20,23.34793406,19.85730022,7.345897678,128.2356641,kidneybeans
27,60,21,21.32496356,22.53526191,6.000911816,130.1687093,kidneybeans
11,67,16,21.2894913,18.46777175,6.523438249,125.7607847,kidneybeans
14,69,23,22.74002525,18.29700785,5.332904086,72.83017319,kidneybeans
17,63,18,17.38197759,23.42516418,6.165701881,117.5729378,kidneybeans
30,64,16,17.18603591,19.06236295,5.461474762,97.01983046,kidneybeans
29,61,15,21.14509094,22.50961725,5.494437275,97.07092742,kidneybeans
10,71,17,22.58495001,23.77658557,5.666443115,126.8036476,kidneybeans
12,73,16,23.58433874,18.48403135,7.121154388,101.8803369,kidneybeans
35,74,24,18.60862199,20.04528759,6.013911727,128.8120506,kidneybeans
31,75,18,19.3322781,20.11668563,5.709946699,81.10534994,kidneybeans
15,65,22,22.35055562,18.75123027,6.696475276,117.3068766,kidneybeans
31,61,19,18.66139944,24.2906171,6.37010456,71.82343237,kidneybeans
35,63,17,16.60948442,18.99059171,7.752319043,124.4342575,kidneybeans
12,70,23,20.47187794,19.76358464,7.322886267,85.82491217,kidneybeans
34,74,22,23.39572647,23.22040048,7.811889979,116.3213529,kidneybeans
15,64,18,23.85621868,21.89881807,7.362676418,91.75044305,kidneybeans
15,60,18,18.56412,21.05533944,7.432512255,104.4606563,kidneybeans
25,70,19,18.24987039,19.54863413,7.479703578,99.93234126,kidneybeans
22,65,22,22.26322815,24.64878727,7.567591424,114.0623435,kidneybeans
35,67,18,17.04787579,19.63207735,6.462921501,97.34221811,kidneybeans
22,66,19,16.76934888,19.05304389,7.333711787,135.247882,kidneybeans
15,62,22,19.13169316,18.40182117,7.151457425,91.14491579,kidneybeans
31,73,22,18.36890347,23.40342926,7.948475111,102.1695082,kidneybeans
27,69,23,20.57093381,18.50943648,7.306414863,122.2858457,kidneybeans
14,62,23,23.31591333,21.78895277,5.526151571,99.00906841,kidneybeans
35,69,25,16.62138512,18.91093005,5.047591473,110.2312946,kidneybeans
22,63,17,17.83909795,21.206019,7.734683156,76.24381101,kidneybeans
13,64,16,22.43963666,22.1111856,6.606423191,74.95709843,kidneybeans
23,61,19,19.06504413,21.90594648,5.448725677,114.401428,kidneybeans
22,72,18,23.42898832,22.95854664,7.988823554,90.33906032,kidneybeans
32,61,25,18.91935981,22.40323391,6.840566073,79.11041298,kidneybeans
14,63,20,17.2297016,18.60304421,5.21443658,100.6537388,kidneybeans
28,72,18,22.66802055,19.52599402,6.599087825,82.13193245,kidneybeans
28,60,16,17.65535502,24.71733747,7.102821514,119.5706956,kidneybeans
29,73,16,20.22051947,24.60762707,7.154035491,93.25968584,kidneybeans
35,63,25,17.83681071,23.79200383,5.2352044,91.751699,kidneybeans
35,62,24,17.52775646,23.8969729,6.717234252,117.2413068,kidneybeans
16,68,17,23.55224458,22.7283592,7.941550896,112.2631828,kidneybeans
12,65,20,19.33618894,19.05900599,5.0670983,90.98900039,kidneybeans
35,71,19,18.93234471,22.40977921,6.288818052,91.20604306,kidneybeans
29,73,22,19.90931275,21.88895764,7.559227038,101.0205739,kidneybeans
15,63,19,19.30101948,18.26780168,6.415213994,91.10556773,kidneybeans
22,72,17,23.52000006,21.70827573,7.120230232,92.19867283,kidneybeans
24,74,19,16.43082808,22.9797425,6.036537403,76.07538619,kidneybeans
32,68,19,23.72654361,21.38209869,7.07996455,119.0207879,kidneybeans
34,60,18,20.38121925,22.02221459,5.553822581,134.1578162,kidneybeans
18,64,22,19.13004348,22.15237682,7.617078745,120.6177526,kidneybeans
18,74,23,19.91620867,21.08340345,6.233534724,111.1152067,kidneybeans
25,67,16,23.70215819,19.22420682,7.051665907,89.69773521,kidneybeans
33,61,17,21.51752856,24.75086558,7.555554177,102.4125001,kidneybeans
35,75,20,20.46678332,22.77416629,6.256447088,110.2576617,kidneybeans
35,74,18,16.99772867,19.99381372,5.595821591,131.6879179,kidneybeans
21,70,23,19.37196328,19.15876326,7.109024089,113.4808743,kidneybeans
22,62,19,21.41160995,18.79681444,7.344200554,127.6648929,kidneybeans
24,68,17,20.34185813,21.34657306,7.832920044,94.46052377,kidneybeans
11,64,18,23.70947135,23.31699887,6.99099858,115.3581145,kidneybeans
30,64,17,20.95551531,20.9481393,6.480093039,133.0111145,kidneybeans
12,74,23,17.64924354,19.10317752,7.265102376,106.138235,kidneybeans
32,74,19,21.67365766,21.82721913,6.728979427,103.8947992,kidneybeans
20,62,15,21.53422075,18.03497071,6.605258681,130.7990886,kidneybeans
11,66,21,16.60617565,20.66389168,6.568465054,88.47605364,kidneybeans
34,63,15,19.13892212,22.17307384,6.107970489,113.3313968,kidneybeans
22,74,21,22.80519602,24.91465044,6.944245083,71.61679976,kidneybeans
28,70,24,20.34599905,20.23073597,5.639835915,84.27430318,kidneybeans
16,72,17,17.45488594,23.34947997,7.897768586,122.6554371,kidneybeans
18,75,16,19.68636286,23.67069594,6.407923755,128.7803823,kidneybeans
10,68,17,23.47700698,22.25908462,5.007712381,133.2052889,kidneybeans
28,70,16,16.94634073,21.89614328,6.688409278,101.4799635,kidneybeans
11,66,22,23.92706141,24.60997158,7.852763501,108.2087935,kidneybeans
35,64,16,16.99589798,18.02586434,5.795274408,94.34648562,kidneybeans
23,75,23,17.22519226,19.86400806,5.378769836,108.5358015,kidneybeans
21,66,15,18.71985897,22.32996978,7.392521614,109.7710005,kidneybeans
17,61,16,23.44241428,21.53374669,5.675180818,109.3413378,kidneybeans
19,63,24,22.22117312,19.40255134,7.988195304,108.8302073,kidneybeans
18,70,20,20.87500064,21.91908425,7.539554338,78.13380008,kidneybeans
15,67,22,16.97259763,18.05081738,6.554072562,122.3703122,kidneybeans
17,75,19,23.48733968,18.61787736,6.707445839,134.7167148,kidneybeans
27,71,17,18.63071135,20.11950007,5.466624151,110.0690043,kidneybeans
10,62,18,21.278817,20.68087799,6.344421882,127.7834384,kidneybeans
14,60,25,23.80845284,23.0410855,6.526728472,82.17550817,kidneybeans
28,66,23,17.51426969,22.55996459,6.268656548,90.28548799,kidneybeans
32,60,24,16.94148775,24.88018804,6.163149271,73.67422545,kidneybeans
32,61,17,22.70445214,23.91860845,5.758265266,112.4135399,kidneybeans
32,67,15,19.25460996,22.1677573,6.543463108,131.1976781,kidneybeans
16,65,19,21.81173524,22.45873847,7.002017078,107.457818,kidneybeans
28,61,15,22.29409539,22.54581375,6.757366362,134.5152163,kidneybeans
35,74,22,22.47085853,23.36895549,6.605345063,120.5959824,kidneybeans
22,65,16,17.6444951,24.43202452,7.298990959,87.45170755,kidneybeans
35,71,23,23.16533802,18.40629621,6.206862293,130.9487105,kidneybeans
32,60,19,16.09398448,23.42912095,6.035382206,80.8414668,kidneybeans
29,61,25,25.9057942,58.82149033,6.487125267,136.2167972,pigeonpeas
11,66,25,34.93685047,49.36697723,5.70016306,119.7299008,pigeonpeas
14,57,21,21.85147112,44.24639804,6.538771979,130.3794548,pigeonpeas
21,75,17,21.07573319,60.62308245,4.109280705,124.1570993,pigeonpeas
16,63,25,23.63043562,39.08837736,5.954739849,141.6671858,pigeonpeas
13,76,23,25.68816457,45.91108361,4.60682624,164.8273249,pigeonpeas
10,76,16,27.39093002,62.55453602,5.090404588,113.4948891,pigeonpeas
34,71,19,20.97388015,66.6207452,5.765171244,140.6730028,pigeonpeas
33,63,23,33.35982418,40.4865897,6.297564811,153.2528506,pigeonpeas
11,69,18,24.28303374,42.71728873,6.259333588,171.0672601,pigeonpeas
28,76,23,26.57570369,64.63093294,5.544032884,163.9487873,pigeonpeas
25,73,21,20.77161557,40.71639741,5.503689002,138.2891058,pigeonpeas
9,61,18,25.63409623,53.45465409,6.695659709,154.9179128,pigeonpeas
6,57,19,27.97795386,56.66638117,6.982247502,133.5812835,pigeonpeas
16,61,24,19.26396433,37.45721884,6.427406529,137.0790452,pigeonpeas
34,70,24,33.75266729,50.59031611,4.829449655,185.9861632,pigeonpeas
27,68,20,35.63428661,44.03899265,4.785120902,139.5991397,pigeonpeas
32,71,21,27.25424535,66.74519376,4.744665202,171.2403032,pigeonpeas
28,76,20,30.02647749,35.82486038,5.494887034,123.3647129,pigeonpeas
12,57,22,32.54464624,50.72954571,6.663909844,125.6708996,pigeonpeas
22,56,22,21.94596384,43.89904939,5.745393421,110.536047,pigeonpeas
35,57,21,25.12063987,64.66572654,5.131706269,174.8427109,pigeonpeas
9,73,19,26.76509483,44.60196308,5.89737859,185.377039,pigeonpeas
13,73,19,22.55877146,61.38985438,5.104132938,123.6515159,pigeonpeas
10,75,22,32.11891561,34.20373477,5.932405364,152.2830736,pigeonpeas
22,56,21,31.62116843,41.82838297,4.667978924,132.612471,pigeonpeas
19,58,16,31.66048849,44.95231448,4.576725729,112.2407592,pigeonpeas
6,67,22,33.94605784,61.48357608,5.047785803,111.9117817,pigeonpeas
13,71,17,32.61122374,62.48237359,5.769358848,161.106563,pigeonpeas
25,62,17,26.40213063,51.85474145,5.710148633,128.6294195,pigeonpeas
3,64,18,31.22875792,60.70113081,6.676540021,186.1188261,pigeonpeas
11,73,19,20.54665736,36.59427518,6.663167755,169.9510353,pigeonpeas
31,55,22,32.59728624,56.03444772,4.998104839,150.1855174,pigeonpeas
26,59,23,22.39349778,44.94214763,6.85279308,147.8477724,pigeonpeas
29,61,16,31.34646151,57.33836749,4.350673202,174.4254564,pigeonpeas
11,61,21,28.70656452,56.01703737,4.166891911,113.9091641,pigeonpeas
25,77,22,28.88821318,61.66790528,5.352783754,134.0353137,pigeonpeas
33,59,20,25.16879447,47.85246297,6.398677536,164.9949332,pigeonpeas
30,57,20,19.80622903,38.20566688,4.06581198,189.9288563,pigeonpeas
22,64,22,28.82099137,48.40369044,6.788998933,171.2037298,pigeonpeas
29,64,17,30.82679017,47.52979106,5.308525821,170.9288266,pigeonpeas
5,76,16,24.9152423,46.7861199,4.255521619,170.4969801,pigeonpeas
35,63,25,24.15945921,60.85971717,5.252854985,117.1323566,pigeonpeas
32,61,22,22.84723561,64.33601751,4.584815552,164.2071038,pigeonpeas
15,75,20,19.16853177,57.53393181,5.720796059,131.8970927,pigeonpeas
27,59,25,35.18811992,63.98133176,5.89596942,176.6763877,pigeonpeas
9,78,21,35.67281922,35.20430427,6.411304576,172.0211356,pigeonpeas
10,61,18,19.25570672,56.39603954,6.198033751,144.0055858,pigeonpeas
8,62,18,19.61615309,50.83319936,5.106157257,126.6472781,pigeonpeas
9,55,17,19.64212898,63.23478337,4.644643576,120.9887807,pigeonpeas
8,70,19,31.04802379,57.62853479,6.119491568,156.4219252,pigeonpeas
6,57,18,24.61467773,62.70546489,4.907192674,134.7699677,pigeonpeas
27,55,23,35.99450123,43.51194616,4.170953808,184.488934,pigeonpeas
12,59,24,30.21279408,52.20620402,5.730785235,151.3198296,pigeonpeas
23,69,21,34.41508827,43.65591249,4.791536599,143.7009137,pigeonpeas
31,66,18,22.20932899,51.77125246,4.896655441,166.9132427,pigeonpeas
33,70,19,25.47683325,37.32504801,4.026080669,189.7748599,pigeonpeas
18,76,17,20.84523084,46.96186895,4.450258376,138.3612912,pigeonpeas
5,77,16,30.68612031,64.73670252,4.973147685,164.3908296,pigeonpeas
10,64,22,33.09150822,38.64183087,4.82687909,141.6081051,pigeonpeas
8,75,23,21.02664613,47.50418947,6.244830247,147.2074811,pigeonpeas
28,61,17,32.13965387,44.45341585,4.146898415,173.8806851,pigeonpeas
4,67,20,33.57525232,49.00970789,5.11992962,186.4198582,pigeonpeas
21,71,18,35.23994013,53.21207507,4.992062811,123.670793,pigeonpeas
3,65,20,25.9380141,63.95393602,6.224934309,182.2532537,pigeonpeas
26,67,16,24.98841755,62.99354334,4.599501991,146.0334084,pigeonpeas
33,55,25,30.4911099,60.28627198,5.412936762,174.8765928,pigeonpeas
17,77,22,22.63216977,62.49997882,4.255673978,114.2106226,pigeonpeas
30,64,22,22.54250026,60.76606276,6.556573438,122.9917843,pigeonpeas
15,69,19,23.61627512,63.55511043,4.314246564,148.1325666,pigeonpeas
22,73,24,30.10612368,45.08301357,4.907620204,142.9712379,pigeonpeas
16,66,24,31.220117,42.05636389,4.331607063,131.9858906,pigeonpeas
35,70,24,27.05262965,65.85885378,5.602076488,124.4330592,pigeonpeas
33,55,24,23.66682548,35.77286833,4.245408858,179.8009788,pigeonpeas
10,76,18,28.08131802,55.35411835,4.773653174,133.9701864,pigeonpeas
7,76,20,19.48065604,44.78964256,5.885836816,169.7707921,pigeonpeas
6,68,19,30.08808104,47.44579082,6.181825076,178.1325548,pigeonpeas
16,62,16,31.38446513,55.69654483,6.729059337,124.5453232,pigeonpeas
33,63,19,33.57265394,66.67931227,4.564869217,119.9983693,pigeonpeas
28,55,22,33.34018588,34.29875352,6.368534961,141.0066943,pigeonpeas
21,65,19,33.58477479,65.99054487,6.167821388,140.8318139,pigeonpeas
8,71,20,21.39999536,42.43366784,6.576777781,150.8528491,pigeonpeas
22,78,23,23.30008285,57.45936028,5.682689148,135.8393783,pigeonpeas
17,74,21,27.08773254,42.27417586,5.780456093,152.5823994,pigeonpeas
8,71,18,29.18858714,39.91069806,6.554544123,129.7978336,pigeonpeas
29,68,22,27.67884582,46.93059803,6.486774965,154.8763043,pigeonpeas
21,59,16,25.55498299,61.18816073,5.706311744,164.0634778,pigeonpeas
28,61,24,20.19067483,35.96280018,6.811478724,129.4741394,pigeonpeas
22,77,18,26.82307393,41.9256218,6.283587044,121.2818904,pigeonpeas
21,69,22,25.83728269,52.86769251,4.23541492,172.3682673,pigeonpeas
28,67,22,25.2706332,41.13687202,5.932214918,148.0926864,pigeonpeas
18,78,19,26.59305722,45.92884825,5.52326704,186.3437571,pigeonpeas
8,66,21,24.60378668,43.3229674,4.334339218,183.770919,pigeonpeas
24,78,17,31.07996669,66.93976301,4.448279163,164.3417767,pigeonpeas
17,56,20,30.72297047,45.1401905,4.340289179,133.2737426,pigeonpeas
15,78,16,31.0552225,59.76785053,4.545701827,121.8133421,pigeonpeas
10,61,25,34.60270796,49.51076206,6.309355012,190.1662862,pigeonpeas
7,75,16,27.48727433,34.65631961,6.314717041,177.8574115,pigeonpeas
11,56,18,29.10574584,53.65130731,4.774059162,115.5126553,pigeonpeas
33,73,22,31.97857589,38.9607486,5.370458927,175.9213587,pigeonpeas
13,61,19,32.80414378,64.60098175,5.780433576,161.5045869,pigeonpeas
18,55,21,23.87107616,51.53999029,4.616366354,183.8680706,pigeonpeas
35,63,16,20.74226128,64.13204636,6.682881029,117.3937076,pigeonpeas
15,74,25,34.45120434,43.77879217,6.610677127,168.7723809,pigeonpeas
22,57,20,35.45201078,43.79134619,4.536800284,162.2896011,pigeonpeas
18,62,24,27.22318272,41.05156755,6.474919589,144.9493689,pigeonpeas
25,76,24,23.74733096,61.97881261,4.535794405,137.162234,pigeonpeas
4,74,24,20.43788433,48.41078657,6.802033922,177.063407,pigeonpeas
31,57,17,34.14128975,42.6360816,6.164631358,189.326077,pigeonpeas
25,68,22,29.42307173,38.78221408,6.876962594,150.6924011,pigeonpeas
31,60,21,29.36800943,50.86354054,5.79784533,152.9888456,pigeonpeas
35,66,17,27.47837561,53.65589604,5.314442104,139.3952385,pigeonpeas
35,59,21,29.20855084,48.73050635,6.739215104,171.4647982,pigeonpeas
13,61,25,35.03935654,51.1901999,6.95358263,151.8857449,pigeonpeas
12,70,16,26.68645153,48.74738141,4.168786076,113.8711664,pigeonpeas
31,57,24,20.96014196,42.44877655,4.442860485,176.4569854,pigeonpeas
18,65,22,22.51540518,49.16851918,4.039469186,124.1495766,pigeonpeas
8,68,21,25.51106151,63.16388875,6.199095696,152.5895103,pigeonpeas
24,55,17,23.3378315,61.70871678,6.941476546,142.8628448,pigeonpeas
3,67,20,30.37102417,38.21311751,5.771411459,151.3920442,pigeonpeas
18,73,17,25.58502122,64.4980402,5.438362358,136.4462097,pigeonpeas
32,66,25,35.71658541,56.14003014,5.504992569,167.5193661,pigeonpeas
20,65,18,24.722902,49.94130304,6.97227189,122.2035526,pigeonpeas
15,72,18,35.73792442,60.13420047,4.98095469,187.4163572,pigeonpeas
23,77,21,28.52634484,39.8210317,6.23238737,156.3925185,pigeonpeas
30,77,21,33.26951257,62.5962189,4.899187448,142.477952,pigeonpeas
4,73,19,24.25499495,55.98461914,6.712487973,134.3841021,pigeonpeas
11,62,25,31.9066362,49.16774946,6.464776931,157.5474601,pigeonpeas
25,77,22,34.53817609,47.99906081,5.18916747,114.4611574,pigeonpeas
23,61,22,24.62731827,56.35506498,6.905714483,123.7260374,pigeonpeas
34,77,19,33.5348695,54.04768132,6.524247699,132.8324612,pigeonpeas
15,62,16,31.97784834,43.65861401,5.944412863,151.5508764,pigeonpeas
16,72,19,26.42482956,38.20484241,4.862265267,172.8503401,pigeonpeas
24,61,19,33.52704486,45.50354219,4.267218636,122.6149981,pigeonpeas
11,68,19,29.35576768,47.8036239,6.55734194,160.0115598,pigeonpeas
30,64,18,20.81767208,52.22768987,6.911040011,144.3965265,pigeonpeas
19,65,20,24.99982131,53.76958134,4.529409951,166.5695685,pigeonpeas
13,59,17,26.74360895,43.82443976,6.779427203,137.3784036,pigeonpeas
8,57,18,22.3791762,39.56996534,5.585673708,118.3444016,pigeonpeas
13,71,19,29.2713394,55.98325682,6.896465849,179.8301426,pigeonpeas
15,63,17,26.13244048,35.36179819,4.144378935,142.8458316,pigeonpeas
24,75,17,35.36722191,42.81753323,5.078823946,137.2188398,pigeonpeas
31,69,17,21.27181763,49.75413417,6.303721267,184.4852876,pigeonpeas
27,57,21,21.08090539,59.03755533,5.689513153,138.5149791,pigeonpeas
11,59,19,33.47306604,65.02107226,4.971005395,149.8644292,pigeonpeas
23,75,18,22.1849406,60.60036412,6.298482242,126.2225012,pigeonpeas
32,78,17,34.46735915,47.35627569,4.057352011,177.0983909,pigeonpeas
22,68,25,21.81768433,65.4701495,5.958633245,110.9771498,pigeonpeas
22,58,17,26.16890435,35.90521849,5.855214037,140.7326608,pigeonpeas
35,71,18,33.84568415,35.99384359,4.543859453,133.6762706,pigeonpeas
24,58,20,30.54359819,40.56724169,6.24183797,145.3262054,pigeonpeas
5,64,20,28.8468417,66.49046072,6.894437712,120.1923361,pigeonpeas
103,81,51,29.60041033,83.90190158,6.23208718,100.8883783,banana
116,78,49,27.1344229,80.21269408,6.14283986,99.08395027,banana
115,86,49,28.62871492,80.66013135,6.17867942,109.8525924,banana
91,86,51,26.61283894,83.49692386,5.53233032,116.8349204,banana
109,84,49,28.60958453,78.84063465,5.91614217,96.02517979,banana
94,85,51,29.03771696,81.37634081,5.65894377,115.551118,banana
116,88,50,26.58209636,81.53305166,5.95428732,116.2981301,banana
95,76,50,28.12817584,76.63742459,5.62023158,103.311598,banana
92,87,50,25.58796023,76.14461867,6.31183732,103.987827,banana
104,83,49,29.18000635,83.94241045,6.33320836,114.1943678,banana
106,77,50,29.33357992,84.72631786,5.78881355,107.9302767,banana
88,84,51,29.04452052,77.9741791,6.41085008,108.9576336,banana
86,83,49,29.21958964,83.21118678,6.00924052,119.3601464,banana
97,88,51,25.50682455,84.88045782,5.60018227,90.66113378,banana
116,89,50,26.34063393,78.71070624,5.51656508,92.80892917,banana
111,77,49,29.32598444,84.69210806,5.78172829,98.79424286,banana
108,90,50,28.45908672,77.37155674,6.16696322,104.5476992,banana
100,84,49,25.33544206,82.30023175,5.66728408,100.5657078,banana
86,83,50,26.81333566,81.14000148,6.16654056,112.6632335,banana
98,85,49,29.14932642,78.82649048,6.35262922,115.8536433,banana
104,79,51,26.05929244,81.96086902,5.51377215,96.45578845,banana
84,76,51,26.9496276,81.13476776,5.93520913,111.5169102,banana
90,80,49,26.4850697,75.86060057,5.55568291,116.9014243,banana
88,84,50,25.02955734,75.60090217,5.68396188,106.7217336,banana
108,85,49,26.18698912,81.27920141,5.91824925,105.5299448,banana
